,Name,Year,Salaries,Rank
28522,Mark Karcher,2015,NA,951
28523,Anthony Miller,2015,NA,952
28524,Jamal Robinson,2015,NA,953
28525,Kwame Brown,2015,NA,954
28526,Zeljko Rebraca,2015,NA,955
28527,Tyson Chandler,2015,14596888,32
28528,Pau Gasol,2015,7128000,105
28529,Eddy Curry,2015,NA,956
28530,Jason Richardson,2015,6601125,117
28531,Shane Battier,2015,NA,957
28532,Eddie Griffin,2015,NA,958
28533,DeSagana Diop,2015,NA,959
28534,Rodney White,2015,NA,960
28535,Joe Johnson,2015,23180790,2
28536,Kedrick Brown,2015,NA,961
28537,Vladimir Radmanovic,2015,NA,962
28538,Richard Jefferson,2015,1448490,320
28539,Troy Murphy,2015,NA,963
28540,Steven Hunter,2015,NA,964
28541,Kirk Haston,2015,NA,965
28542,Michael Bradley,2015,NA,966
28543,Jason Collins,2015,NA,967
28544,Zach Randolph,2015,16500000,15
28545,Michael Jordan,2015,NA,968
28546,Brendan Haywood,2015,9798000,65
28547,Joseph Forte,2015,NA,969
28548,Jeryl Sasser,2015,NA,970
28549,Brandon Armstrong,2015,NA,971
28550,Andrei Kirilenko,2015,3326235,205
28551,Gerald Wallace,2015,10105855,63
28552,Samuel Dalembert,2015,1885755,286
28553,Jamaal Tinsley,2015,NA,972
28554,Primoz Brezec,2015,NA,973
28555,Tony Parker,2015,12500000,43
28556,Mitchell Butler,2015,NA,974
28557,Victor Alexander,2015,NA,975
28558,Harold Jamison,2015,NA,976
28559,Sean Marks,2015,NA,977
28560,Raja Bell,2015,NA,978
28561,Charles Smith,2015,NA,979
28562,Predrag Drobnjak,2015,NA,980
28563,Steve Goodrich,2015,NA,981
28564,Wang Zhizhi,2015,NA,982
28565,Art Long,2015,NA,983
28566,Jerome James,2015,NA,984
28567,Amal McCaskill,2015,NA,985
28568,Terence Morris,2015,NA,986
28569,Brian Scalabrine,2015,NA,987
28570,Trenton Hassell,2015,NA,988
28571,Jeff Trepagnier,2015,NA,989
28572,Kenny Satterfield,2015,NA,990
28573,Ratko Varda,2015,NA,991
28574,Dean Oliver,2015,NA,992
28575,Gilbert Arenas,2015,NA,993
28576,Oscar Torres,2015,NA,994
28577,Tierre Brown,2015,NA,995
28578,Jamison Brewer,2015,NA,996
28579,Norm Richardson,2015,NA,997
28580,Antonis Fotsis,2015,NA,998
28581,Willie Solomon,2015,NA,999
28582,Ernest Brown,2015,NA,1000
28583,Malik Allen,2015,NA,1001
28584,Loren Woods,2015,NA,1002
28585,Maurice Evans,2015,NA,1003
28586,Earl Watson,2015,NA,1004
28587,Alvin Jones,2015,NA,1005
28588,Damone Brown,2015,NA,1006
28589,Alton Ford,2015,NA,1007
28590,Ruben Boumtje-Boumtje,2015,NA,1008
28591,Carlos Arroyo,2015,NA,1009
28592,Jarron Collins,2015,NA,1010
28593,Bobby Simmons,2015,NA,1011
28594,Omar Cook,2015,NA,1012
28595,Chris Andersen,2015,5300000,147
28596,Sam Mack,2015,NA,1013
28597,Charlie Bell,2015,NA,1014
28598,Tang Hamilton,2015,NA,1015
28599,Joe Crispin,2015,NA,1016
28600,Dickey Simpkins,2015,NA,1017
28601,Yao Ming,2015,NA,1018
28602,Jay Williams,2015,NA,1019
28603,Mike Dunleavy,2015,3000000,229
28604,Drew Gooden,2015,8128490,86
28605,Nikoloz Tskitishvili,2015,NA,1020
28606,Dajuan Wagner,2015,NA,1021
28607,Nen<U+00A8><U+00BA>,2015,13000000,37
28608,Chris Wilcox,2015,NA,1022
28609,Amare Stoudemire,2015,21896658,4
28610,Marko Jaric,2015,NA,1023
28611,Caron Butler,2015,4500000,167
28612,Jared Jeffries,2015,NA,1024
28613,Cezary Trybanski,2015,NA,1025
28614,Melvin Ely,2015,NA,1026
28615,Marcus Haislip,2015,NA,1027
28616,Gordan Giricek,2015,NA,1028
28617,Fred Jones,2015,NA,1029
28618,Manu Ginobili,2015,7000000,108
28619,Jiri Welsch,2015,NA,1030
28620,Bostjan Nachbar,2015,NA,1031
28621,Juan Dixon,2015,NA,1032
28622,Curtis Borchardt,2015,NA,1033
28623,Ryan Humphrey,2015,NA,1034
28624,Kareem Rush,2015,NA,1035
28625,Mehmet Okur,2015,NA,1036
28626,Qyntel Woods,2015,NA,1037
28627,Casey Jacobsen,2015,NA,1038
28628,Tayshaun Prince,2015,7707865,96
28629,Efthimios Rentzias,2015,NA,1039
28630,Frank Williams,2015,NA,1040
28631,Chris Jefferies,2015,NA,1041
28632,Dan Dickau,2015,NA,1042
28633,John Salmons,2015,1000000,379
28634,Juaquin Hawkins,2015,NA,1043
28635,Raul Lopez,2015,NA,1044
28636,Mengke Bateer,2015,NA,1045
28637,Tremaine Fowlkes,2015,NA,1046
28638,Mike James,2015,NA,1047
28639,JR Bremer,2015,NA,1048
28640,Tamar Slay,2015,NA,1049
28641,Lonny Baxter,2015,NA,1050
28642,Roger Mason,2015,NA,1051
28643,Carlos Boozer,2015,16800000,14
28644,Smush Parker,2015,NA,1052
28645,Junior Harrington,2015,NA,1053
28646,Predrag Savovic,2015,NA,1054
28647,Vincent Yarbrough,2015,NA,1055
28648,Tito Maddox,2015,NA,1056
28649,Jannero Pargo,2015,1448490,320
28650,Chris Owens,2015,NA,1057
28651,Mike Batiste,2015,NA,1058
28652,Robert Archibald,2015,NA,1059
28653,Ken Johnson,2015,NA,1060
28654,Rasual Butler,2015,1448490,320
28655,Sean Lampley,2015,NA,1061
28656,Dan Gadzuric,2015,NA,1062
28657,Jamal Sampson,2015,NA,1063
28658,Ronald Murray,2015,NA,1064
28659,Igor Rakocevic,2015,NA,1065
28660,Reggie Evans,2015,1768654,294
28661,Pat Burke,2015,NA,1066
28662,Sam Clancy,2015,NA,1067
28663,Nate Huffman,2015,NA,1068
28664,Adam Harrington,2015,NA,1069
28665,Anthony Goldwire,2015,NA,1070
28666,Mike Wilks,2015,NA,1071
28667,Guy Rucker,2015,NA,1072
28668,Devin Brown,2015,NA,1073
28669,Paul Shirley,2015,NA,1074
28670,LeBron James,2015,20644400,6
28671,Darko Milicic,2015,NA,1075
28672,Carmelo Anthony,2015,22458401,3
28673,Chris Bosh,2015,20644400,6
28674,Dwyane Wade,2015,15000000,23
28675,Chris Kaman,2015,4800000,158
28676,Kirk Hinrich,2015,2730000,245
28677,TJ Ford,2015,NA,1076
28678,Mike Sweetney,2015,NA,1077
28679,Jarvis Hayes,2015,NA,1078
28680,Nick Collison,2015,2242003,261
28681,Mickael Pietrus,2015,NA,1079
28682,Marcus Banks,2015,NA,1080
28683,Luke Ridnour,2015,2750000,241
28684,Reece Gaines,2015,NA,1081
28685,Troy Bell,2015,NA,1082
28686,Zarko Cabarkapa,2015,NA,1083
28687,David West,2015,12000000,49
28688,Aleksandar Pavlovic,2015,NA,1084
28689,Dahntay Jones,2015,721169,445
28690,Boris Diaw,2015,8000000,89
28691,Zoran Planinic,2015,NA,1085
28692,Travis Outlaw,2015,7000000,108
28693,Brian Cook,2015,NA,1086
28694,Ndudi Ebi,2015,NA,1087
28695,Maciej Lampe,2015,NA,1088
28696,Kendrick Perkins,2015,9588889,68
28697,Leandro Barbosa,2015,1448490,320
28698,Josh Howard,2015,NA,1089
28699,Oliver Miller,2015,NA,1090
28700,Travis Hansen,2015,NA,1091
28701,Brandon Hunter,2015,NA,1092
28702,Linton Johnson,2015,NA,1093
28703,Jason Kapono,2015,NA,1094
28704,Jon Stefansson,2015,NA,1095
28705,Marquis Daniels,2015,NA,1096
28706,Francisco Elson,2015,NA,1097
28707,James Jones,2015,1448490,320
28708,Josh Moore,2015,NA,1098
28709,Luke Walton,2015,NA,1099
28710,Theron Smith,2015,NA,1100
28711,Jerome Beasley,2015,NA,1101
28712,Udonis Haslem,2015,2732000,243
28713,Keith McLeod,2015,NA,1102
28714,Richie Frahm,2015,NA,1103
28715,Keith Bogans,2015,NA,1104
28716,Zaza Pachulia,2015,5200000,148
28717,Kyle Korver,2015,6253521,120
28718,Willie Green,2015,1448490,320
28719,Darius Songaila,2015,NA,1105
28720,Alex Garcia,2015,NA,1106
28721,Ben Handlogten,2015,NA,1107
28722,Maurice Williams,2015,3750000,189
28723,Steve Blake,2015,2100000,270
28724,Paul Grant,2015,NA,1108
28725,Matt Carroll,2015,NA,1109
28726,Kaniel Dickens,2015,NA,1110
28727,Ben Davis,2015,NA,1111
28728,Slavko Vranes,2015,NA,1112
28729,Shane Heal,2015,NA,1113
28730,Britton Johnsen,2015,NA,1114
28731,Dwight Howard,2015,21436271,5
28732,Emeka Okafor,2015,NA,1115
28733,Ben Gordon,2015,4500000,167
28734,Shaun Livingston,2015,5305000,144
28735,Devin Harris,2015,3878896,187
28736,Andres Nocioni,2015,NA,1116
28737,Josh Childress,2015,7317500,101
28738,Luol Deng,2015,9714461,66
28739,Rafael Araujo,2015,NA,1117
28740,Andre Iguodala,2015,12289544,44
28741,Luke Jackson,2015,NA,1118
28742,Andris Biedrins,2015,NA,1119
28743,Robert Swift,2015,NA,1120
28744,Ibo Kutluay,2015,NA,1121
28745,Sebastian Telfair,2015,1316809,334
28746,Kris Humphries,2015,4250000,174
28747,Al Jefferson,2015,13500000,36
28748,Kirk Snyder,2015,NA,1122
28749,Josh Smith,2015,14945778,24
28750,JR Smith,2015,5982375,125
28751,Dorell Wright,2015,3145000,219
28752,Jameer Nelson,2015,4750000,161
28753,Pavel Podkolzin,2015,NA,1123
28754,Viktor Khryapa,2015,NA,1124
28755,Delonte West,2015,NA,1125
28756,Nenad Krstic,2015,NA,1126
28757,Tony Allen,2015,5000000,152
28758,Carlos Delfino,2015,3250000,212
28759,Kevin Martin,2015,6792500,112
28760,Sasha Vujacic,2015,NA,1127
28761,Beno Udrih,2015,2077000,275
28762,David Harrison,2015,NA,1128
28763,Didier Ilunga-Mbenga,2015,NA,1129
28764,Anderson Varejao,2015,9800000,64
28765,Eddie Gill,2015,NA,1130
28766,Matt Barnes,2015,3396250,201
28767,Tommy Smith,2015,NA,1131
28768,Ronald Dupree,2015,NA,1132
28769,Quinton Ross,2015,NA,1133
28770,Josh Davis,2015,20000,513
28771,Peter John Ramos,2015,NA,1134
28772,Lionel Chalmers,2015,NA,1135
28773,Donta Smith,2015,NA,1136
28774,Royal Ivey,2015,NA,1137
28775,Justin Reed,2015,NA,1138
28776,Bernard Robinson,2015,NA,1139
28777,Chris Duhon,2015,NA,1140
28778,Jared Reiner,2015,NA,1141
28779,Arthur Johnson,2015,NA,1142
28780,Horace Jenkins,2015,NA,1143
28781,Luis Flores,2015,NA,1144
28782,Andre Barrett,2015,NA,1145
28783,John Edwards,2015,NA,1146
28784,Andre Emmett,2015,NA,1147
28785,Antonio Burks,2015,NA,1148
28786,Trevor Ariza,2015,8600000,81
28787,Damien Wilkins,2015,NA,1149
28788,Mario Kasun,2015,NA,1150
28789,Jackson Vroman,2015,NA,1151
28790,Erik Daniels,2015,NA,1152
28791,Romain Sato,2015,NA,1153
28792,Matt Bonner,2015,1448490,320
28793,Pape Sow,2015,NA,1154
28794,Matt Freije,2015,NA,1155
28795,Corsley Edwards,2015,NA,1156
28796,Tony Bobbitt,2015,NA,1157
28797,Yuta Tabuse,2015,NA,1158
28798,Awvee Storey,2015,NA,1159
28799,Geno Carlisle,2015,NA,1160
28800,Andrew Bogut,2015,12972973,39
28801,Sarunas Jasikevicius,2015,NA,1161
28802,Marvin Williams,2015,7000000,108
28803,Deron Williams,2015,19754465,10
28804,Chris Paul,2015,20068563,8
28805,Raymond Felton,2015,4360000,173
28806,Martell Webster,2015,5381750,139
28807,Arvydas Macijauskas,2015,NA,1162
28808,Charlie Villanueva,2015,1316809,334
28809,Fabricio Oberto,2015,NA,1163
28810,Jose Calderon,2015,7097191,106
28811,Channing Frye,2015,8579088,82
28812,Ike Diogu,2015,NA,1164
28813,Andrew Bynum,2015,NA,1165
28814,Yaroslav Korolev,2015,NA,1166
28815,Sean May,2015,NA,1167
28816,Rashad McCants,2015,NA,1168
28817,Antoine Wright,2015,NA,1169
28818,Joey Graham,2015,NA,1170
28819,Danny Granger,2015,2100000,270
28820,Gerald Green,2015,3500000,196
28821,Hakim Warrick,2015,NA,1171
28822,Julius Hodge,2015,NA,1172
28823,Nate Robinson,2015,2106720,267
28824,Jarrett Jack,2015,6300000,119
28825,Sergey Monya,2015,NA,1173
28826,Francisco Garcia,2015,1316809,334
28827,Luther Head,2015,NA,1174
28828,Johan Petro,2015,NA,1175
28829,Jason Maxiell,2015,1316809,334
28830,Linas Kleiza,2015,NA,1176
28831,Wayne Simien,2015,NA,1177
28832,David Lee,2015,15012000,22
28833,Salim Stoudamire,2015,NA,1178
28834,Ha Seung-Jin,2015,NA,1179
28835,James Singleton,2015,NA,1180
28836,Daniel Ewing,2015,NA,1181
28837,Louis Williams,2015,5450000,135
28838,Monta Ellis,2015,8720000,79
28839,Ryan Gomes,2015,NA,1182
28840,Chris Taft,2015,NA,1183
28841,Esteban Batista,2015,NA,1184
28842,Orien Greene,2015,NA,1185
28843,Alan Anderson,2015,1276061,342
28844,Kevin Burleson,2015,NA,1186
28845,Eddie Basden,2015,NA,1187
28846,Martynas Andriuskevicius,2015,NA,1188
28847,Josh Powell,2015,NA,1189
28848,Rawle Marshall,2015,NA,1190
28849,Alex Acker,2015,NA,1191
28850,Amir Johnson,2015,7000000,108
28851,Boniface N'Dong,2015,NA,1192
28852,Von Wafer,2015,NA,1193
28853,Devin Green,2015,NA,1194
28854,Anthony Roberson,2015,NA,1195
28855,Lawrence Roberts,2015,NA,1196
28856,Earl Barron,2015,390063,475
28857,Ersan Ilyasova,2015,7900000,94
28858,Bracey Wright,2015,NA,1197
28859,Dwayne Jones,2015,NA,1198
28860,Brandon Bass,2015,6950000,111
28861,Jackie Butler,2015,NA,1199
28862,Travis Diener,2015,NA,1200
28863,Shavlik Randolph,2015,1227985,350
28864,Dijon Thompson,2015,NA,1201
28865,Ronnie Price,2015,1316809,334
28866,CJ Miles,2015,4205000,176
28867,Robert Whaley,2015,NA,1202
28868,Andre Owens,2015,NA,1203
28869,Andray Blatche,2015,NA,1204
28870,Donell Taylor,2015,NA,1205
28871,Gerald Fitch,2015,NA,1206
28872,John Thomas,2015,NA,1207
28873,Aaron Miles,2015,NA,1208
28874,Sean Banks,2015,NA,1209
28875,James Thomas,2015,NA,1210
28876,Sharrod Ford,2015,NA,1211
28877,Deng Gai,2015,NA,1212
28878,Randy Holcomb,2015,NA,1213
28879,Stephen Graham,2015,NA,1214
28880,Matt Walsh,2015,NA,1215
28881,John Lucas,2015,491968,470
28882,Alex Scales,2015,NA,1216
28883,Melvin Sanders,2015,NA,1217
28884,Andrea Bargnani,2015,12000000,49
28885,Anthony Parker,2015,NA,1218
28886,LaMarcus Aldridge,2015,15200000,21
28887,Jorge Garbajosa,2015,NA,1219
28888,Adam Morrison,2015,NA,1220
28889,Tyrus Thomas,2015,9460664,71
28890,Shelden Williams,2015,NA,1221
28891,Brandon Roy,2015,14399332,33
28892,Randy Foye,2015,3000000,229
28893,Rudy Gay,2015,19317326,11
28894,Patrick O'Bryant,2015,NA,1222
28895,Saer Sene,2015,NA,1223
28896,JJ Redick,2015,6792500,112
28897,Walter Herrmann,2015,NA,1224
28898,Vassilis Spanoulis,2015,NA,1225
28899,Hilton Armstrong,2015,NA,1226
28900,Thabo Sefolosha,2015,4000000,182
28901,Ronnie Brewer,2015,NA,1227
28902,Cedric Simmons,2015,NA,1228
28903,Rodney Carney,2015,NA,1229
28904,Shawne Williams,2015,1145685,360
28905,Quincy Douby,2015,NA,1230
28906,Renaldo Balkman,2015,NA,1231
28907,Rajon Rondo,2015,12909090,41
28908,Marcus Williams,2015,NA,1232
28909,Josh Boone,2015,NA,1233
28910,Kyle Lowry,2015,12000000,49
28911,Shannon Brown,2015,215811,486
28912,Jordan Farmar,2015,2100000,270
28913,Sergio Rodriguez,2015,NA,1234
28914,Maurice Ager,2015,NA,1235
28915,Mardy Collins,2015,NA,1236
28916,James White,2015,NA,1237
28917,Mickael Gelabale,2015,NA,1238
28918,Mile Ilic,2015,NA,1239
28919,James Lang,2015,NA,1240
28920,Ime Udoka,2015,NA,1241
28921,Solomon Jones,2015,NA,1242
28922,Chuck Hayes,2015,5958750,126
28923,Ronny Turiaf,2015,1600000,306
28924,Lynn Greer,2015,NA,1243
28925,Paul Millsap,2015,9500000,69
28926,Steve Novak,2015,3445947,200
28927,Leon Powe,2015,NA,1244
28928,Cedric Bozeman,2015,NA,1245
28929,Allan Ray,2015,NA,1246
28930,Hassan Adams,2015,NA,1247
28931,Ryan Hollins,2015,1310286,338
28932,Daniel Gibson,2015,NA,1248
28933,Pops Mensah-Bonsu,2015,NA,1249
28934,Jose Juan Barea,2015,5822078,128
28935,Yakhouba Diawara,2015,NA,1250
28936,Ivan McFarlin,2015,NA,1251
28937,Will Blalock,2015,NA,1252
28938,Paul Davis,2015,NA,1253
28939,Alexander Johnson,2015,NA,1254
28940,Tarence Kinsey,2015,NA,1255
28941,Chris Quinn,2015,NA,1256
28942,Robert Hite,2015,NA,1257
28943,Damir Markota,2015,NA,1258
28944,David Noel,2015,NA,1259
28945,Craig Smith,2015,NA,1260
28946,Marcus Vinicius,2015,NA,1261
28947,James Augustine,2015,NA,1262
28948,Bobby Jones,2015,NA,1263
28949,PJ Tucker,2015,5700000,129
28950,Uros Slokar,2015,NA,1264
28951,Brian Chase,2015,NA,1265
28952,Roger Powell,2015,NA,1266
28953,Kelenna Azubuike,2015,NA,1267
28954,Desmon Farmer,2015,NA,1268
28955,Justin Williams,2015,NA,1269
28956,Andre Brown,2015,NA,1270
28957,Jeremy Richardson,2015,NA,1271
28958,Chris McCray,2015,NA,1272
28959,Andreas Glyniadakis,2015,NA,1273
28960,Steven Smith,2015,NA,1274
28961,Mike Gansey,2015,NA,1275
28962,Mike Hall,2015,NA,1276
28963,Pat Carroll,2015,NA,1277
28964,Jimmie Hunter,2015,NA,1278
28965,Paul Miller,2015,NA,1279
28966,Jefferson Sobral,2015,NA,1280
28967,Daniel Horton,2015,NA,1281
28968,Vincent Grier,2015,NA,1282
28969,Luke Schenscher,2015,NA,1283
28970,Kevin Pittsnogle,2015,NA,1284
28971,Will Conroy,2015,NA,1285
28972,Renaldo Major,2015,NA,1286
28973,Greg Oden,2015,NA,1287
28974,Kevin Durant,2015,19997513,9
28975,Al Horford,2015,12000000,49
28976,Mike Conley,2015,8760000,78
28977,Jeff Green,2015,9200000,74
28978,Luis Scola,2015,4500000,167
28979,Yi Jianlian,2015,NA,1288
28980,Corey Brewer,2015,4702500,162
28981,Brandan Wright,2015,5000000,152
28982,Joakim Noah,2015,12700000,42
28983,Spencer Hawes,2015,5305000,144
28984,Acie Law,2015,NA,1289
28985,Thaddeus Young,2015,9160870,75
28986,Kosta Perovic,2015,NA,1290
28987,Julian Wright,2015,NA,1291
28988,Al Thornton,2015,NA,1292
28989,Rodney Stuckey,2015,1227985,350
28990,Nick Young,2015,4994420,155
28991,Sean Williams,2015,NA,1293
28992,Marco Belinelli,2015,2873750,236
28993,Oleksiy Pecherov,2015,NA,1294
28994,Javaris Crittenton,2015,NA,1295
28995,Jason Smith,2015,3278000,210
28996,Daequan Cook,2015,NA,1296
28997,Jared Dudley,2015,4250000,174
28998,Wilson Chandler,2015,6754913,114
28999,Morris Almond,2015,NA,1297
29000,Aaron Brooks,2015,915243,406
29001,Arron Afflalo,2015,7562500,98
29002,Ian Mahinmi,2015,4000000,182
29003,Alando Tucker,2015,NA,1298
29004,Randolph Morris,2015,NA,1299
29005,Billy Thomas,2015,NA,1300
29006,Kyrylo Fesenko,2015,NA,1301
29007,Gabe Pruitt,2015,NA,1302
29008,Juan Carlos Navarro,2015,NA,1303
29009,Mario West,2015,NA,1304
29010,Glen Davis,2015,7827985,95
29011,Jermareo Davidson,2015,NA,1305
29012,Aaron Gray,2015,1227985,350
29013,Demetris Nichols,2015,NA,1306
29014,JamesOn Curry,2015,NA,1307
29015,Nick Fazekas,2015,NA,1308
29016,Taurean Green,2015,NA,1309
29017,Cheikh Samb,2015,NA,1310
29018,Carl Landry,2015,6750000,115
29019,Adam Haluska,2015,NA,1311
29020,Coby Karl,2015,NA,1312
29021,Joel Anthony,2015,3800000,188
29022,Ramon Sessions,2015,2077000,275
29023,Chris Richard,2015,NA,1313
29024,Marcin Gortat,2015,10434782,61
29025,Herbert Hill,2015,NA,1314
29026,D.J. Strawberry,2015,NA,1315
29027,Josh McRoberts,2015,5305000,144
29028,Jamario Moon,2015,NA,1316
29029,Dominic McGuire,2015,NA,1317
29030,Keith Langford,2015,NA,1318
29031,Darius Washington,2015,NA,1319
29032,Brandon Wallace,2015,NA,1320
29033,CJ Watson,2015,2077000,275
29034,Courtney Sims,2015,NA,1321
29035,Darryl Watkins,2015,NA,1322
29036,Thomas Gardner,2015,NA,1323
29037,Guillermo Diaz,2015,NA,1324
29038,Stephane Lasme,2015,NA,1325
29039,Derrick Rose,2015,18862876,12
29040,Michael Beasley,2015,330225,476
29041,OJ Mayo,2015,8000000,89
29042,Russell Westbrook,2015,15719062,19
29043,Kevin Love,2015,15719063,18
29044,Marc Gasol,2015,15829688,16
29045,Danilo Gallinari,2015,10854850,59
29046,Eric Gordon,2015,14898938,26
29047,Joe Alexander,2015,NA,1326
29048,DJ Augustin,2015,3000000,229
29049,Brook Lopez,2015,15719000,20
29050,Jerryd Bayless,2015,3000000,229
29051,Jason Thompson,2015,6037500,121
29052,Brandon Rush,2015,1145685,360
29053,Anthony Randolph,2015,1825359,291
29054,Goran Dragic,2015,7500000,99
29055,Robin Lopez,2015,5340229,141
29056,Hamed Haddadi,2015,NA,1327
29057,Marreese Speights,2015,3657500,192
29058,Roy Hibbert,2015,14898938,26
29059,JaVale McGee,2015,11250000,56
29060,JJ Hickson,2015,5381750,139
29061,Alexis Ajinca,2015,981084,385
29062,Roko Ukic,2015,NA,1328
29063,Ryan Anderson,2015,8491500,84
29064,Courtney Lee,2015,5450000,135
29065,Kosta Koufos,2015,3000000,229
29066,Rudy Fernandez,2015,NA,1329
29067,Nicolas Batum,2015,11390500,54
29068,George Hill,2015,8000000,89
29069,Darrell Arthur,2015,3457149,198
29070,Donte Greene,2015,NA,1330
29071,DJ White,2015,NA,1331
29072,JR Giddens,2015,NA,1332
29073,Joey Dorsey,2015,948163,395
29074,Kyle Weaver,2015,NA,1333
29075,Luc Mbah a Moute,2015,4382576,172
29076,Will Bynum,2015,2915908,234
29077,Mario Chalmers,2015,4000000,182
29078,DeAndre Jordan,2015,11440123,53
29079,Henry Walker,2015,311634,477
29080,Mike Taylor,2015,NA,1334
29081,Darnell Jackson,2015,NA,1335
29082,Chris Douglas-Roberts,2015,915243,406
29083,Othello Hunter,2015,NA,1336
29084,Sean Singletary,2015,NA,1337
29085,Sonny Weems,2015,NA,1338
29086,Walter Sharpe,2015,NA,1339
29087,Anthony Morrow,2015,3200000,215
29088,Sun Yue,2015,NA,1340
29089,Bobby Brown,2015,NA,1341
29090,Nathan Jawai,2015,NA,1342
29091,Rob Kurz,2015,NA,1343
29092,Malik Hairston,2015,NA,1344
29093,Jawad Williams,2015,NA,1345
29094,Anthony Tolliver,2015,3000000,229
29095,Cartier Martin,2015,1145685,360
29096,Trey Johnson,2015,NA,1346
29097,DeMarcus Nelson,2015,NA,1347
29098,Steven Hill,2015,NA,1348
29099,Blake Ahearn,2015,NA,1349
29100,Richard Hendrix,2015,NA,1350
29101,Blake Griffin,2015,17632688,13
29102,Hasheem Thabeet,2015,NA,1351
29103,James Harden,2015,14693906,31
29104,Tyreke Evans,2015,11265416,55
29105,Jonny Flynn,2015,NA,1352
29106,Stephen Curry,2015,10629213,60
29107,Jordan Hill,2015,9000000,76
29108,David Andersen,2015,NA,1353
29109,DeMar DeRozan,2015,9500000,69
29110,Brandon Jennings,2015,8000000,89
29111,Terrence Williams,2015,NA,1354
29112,Gerald Henderson,2015,6000000,123
29113,Tyler Hansbrough,2015,3326235,205
29114,Earl Clark,2015,125104,493
29115,Austin Daye,2015,1263550,343
29116,James Johnson,2015,2500000,250
29117,Jrue Holiday,2015,11000000,57
29118,Ty Lawson,2015,11595506,52
29119,Jeff Teague,2015,8000000,89
29120,Eric Maynor,2015,2106720,267
29121,Darren Collison,2015,4797664,159
29122,Omri Casspi,2015,1063384,376
29123,Serge Ibaka,2015,12250000,45
29124,BJ Mullens,2015,NA,1355
29125,Rodrigue Beaubois,2015,NA,1356
29126,Taj Gibson,2015,8000000,89
29127,DeMarre Carroll,2015,2500000,250
29128,Wayne Ellington,2015,1063384,376
29129,Toney Douglas,2015,268973,482
29130,Louis Amundson,2015,1294868,340
29131,DeJuan Blair,2015,2000000,280
29132,Sam Young,2015,NA,1357
29133,Jermaine Taylor,2015,NA,1358
29134,Jodie Meeks,2015,6000000,123
29135,Chris Hunter,2015,NA,1359
29136,Marcus Thornton,2015,8697500,80
29137,Marcus Landry,2015,NA,1360
29138,Derrick Brown,2015,NA,1361
29139,Danny Green,2015,4025000,180
29140,Jonas Jerebko,2015,4500000,167
